N,P,K,temperature,humidity,ph,rainfall,label
36.6,60.1,23.7,20.3,70.1,6.3,45.7,lentil
25.1,74.3,16.8,25.4,68.9,6.5,51.4,lentil
33.4,54.5,20.3,26.4,70.9,6.0,45.9,lentil
20.6,51.6,14.5,29.3,67.1,7.0,40.1,lentil
27.5,75.4,18.0,26.9,60.8,6.2,51.8,lentil
19.3,76.4,18.0,30.6,65.9,7.2,37.1,lentil
17.9,58.6,25.9,28.2,59.1,6.7,33.6,lentil
25.1,72.3,22.7,27.5,60.3,6.7,52.2,lentil
17.9,66.4,17.5,27.0,67.2,5.9,42.3,lentil
25.8,68.2,18.5,28.2,64.0,6.9,43.8,lentil
31.8,58.2,21.9,21.2,63.5,6.9,48.4,lentil
28.6,64.5,14.5,25.7,63.8,6.7,41.4,lentil
31.4,57.1,15.2,24.2,65.5,6.4,22.8,lentil
39.8,78.7,26.8,25.8,67.3,6.5,55.4,lentil
32.6,66.9,21.2,19.0,71.1,6.2,34.1,lentil
35.6,69.3,19.4,21.9,68.8,5.9,26.5,lentil
39.1,67.1,23.2,28.9,61.9,6.5,43.1,lentil
34.9,55.0,22.5,19.2,70.5,6.5,45.2,lentil
19.2,78.6,19.2,27.3,61.9,6.4,41.9,lentil
25.0,61.9,23.4,20.8,63.6,6.8,47.7,lentil
37.5,62.3,20.3,19.7,63.0,5.9,35.5,lentil
16.2,77.1,16.2,23.8,59.7,6.5,51.6,lentil
32.7,74.7,24.8,23.6,67.3,6.9,35.0,lentil
33.1,71.6,18.9,26.5,69.6,6.8,60.0,lentil
17.9,63.0,14.2,27.8,61.3,6.4,36.6,lentil
22.5,57.8,15.1,19.3,67.3,6.8,41.3,lentil
28.6,61.5,13.9,27.3,59.0,6.1,37.1,lentil
22.3,67.3,16.0,28.1,68.3,6.2,54.8,lentil
22.3,70.6,17.6,24.8,68.3,6.6,34.8,lentil
21.8,56.5,19.2,28.5,63.0,6.7,45.2,lentil
34.2,70.6,21.3,29.3,61.0,6.5,54.9,lentil
35.7,66.5,17.1,19.7,58.6,7.0,36.7,lentil
20.0,71.2,26.6,19.6,61.8,6.3,40.6,lentil
39.0,65.5,18.9,24.5,67.9,6.5,51.1,lentil
20.3,69.5,23.1,20.8,60.7,5.9,44.1,lentil
38.2,67.2,18.6,19.1,68.0,6.9,42.9,lentil
44.7,75.4,23.4,21.3,62.4,6.3,35.0,lentil
31.1,73.6,24.8,26.5,63.5,5.8,37.4,lentil
14.8,58.6,16.5,29.7,64.8,6.1,57.5,lentil
25.2,67.9,24.6,20.2,65.0,6.8,44.0,lentil
21.5,60.5,23.5,29.4,64.0,6.8,43.1,lentil
26.5,82.8,22.5,27.1,63.9,6.2,49.9,lentil
16.6,73.3,21.2,20.8,59.3,7.0,41.6,lentil
33.9,71.0,22.5,21.0,58.8,6.2,43.6,lentil
14.2,68.3,23.8,25.0,63.3,6.6,36.0,lentil
30.5,61.2,24.6,18.3,61.3,5.9,35.2,lentil
36.2,61.7,14.0,25.9,66.6,5.9,40.1,lentil
38.5,61.9,17.3,19.7,65.7,6.6,45.7,lentil
36.1,74.1,27.9,29.0,62.1,5.9,41.5,lentil
32.5,68.5,22.8,19.5,59.1,6.9,54.0,lentil
15.8,78.2,15.2,18.3,71.5,6.0,57.4,lentil
34.9,79.7,16.3,27.5,65.3,6.2,54.0,lentil
21.7,57.0,16.0,21.0,65.6,7.0,53.5,lentil
25.3,76.9,24.4,17.8,62.9,6.0,41.0,lentil
32.2,56.9,18.9,19.5,61.8,6.3,38.2,lentil
33.1,57.0,23.9,24.9,69.7,6.4,37.0,lentil
36.9,65.5,15.9,19.1,63.3,5.9,40.4,lentil
18.0,63.1,25.0,28.8,61.0,6.7,56.3,lentil
33.3,75.6,23.3,27.5,61.4,6.8,41.5,lentil
36.5,23.7,38.8,22.8,93.6,6.8,112.5,pomegranate
26.8,22.0,39.8,23.0,92.0,7.3,103.4,pomegranate
26.0,12.8,43.1,20.7,90.3,6.1,99.4,pomegranate
27.1,34.1,44.1,24.2,93.4,6.0,98.9,pomegranate
32.0,12.4,42.3,23.8,91.2,7.2,99.5,pomegranate
30.1,27.7,39.2,18.3,93.3,5.9,107.1,pomegranate
20.8,17.1,38.7,20.8,92.0,6.3,113.6,pomegranate
30.4,27.9,37.8,20.7,88.4,7.3,109.7,pomegranate
36.9,14.0,41.2,20.9,91.8,5.8,110.0,pomegranate
22.4,14.1,38.6,21.1,88.8,6.3,106.8,pomegranate
33.1,19.5,44.1,18.5,92.2,6.8,106.7,pomegranate
26.0,13.8,44.9,19.8,87.3,6.3,102.1,pomegranate
35.2,9.3,40.8,25.3,94.0,5.9,111.2,pomegranate
31.8,18.7,46.5,22.9,95.7,6.1,103.1,pomegranate
34.8,24.9,35.5,20.0,90.9,6.7,104.3,pomegranate
23.6,25.0,47.1,23.9,88.9,7.1,108.6,pomegranate
16.1,25.4,40.7,23.3,86.5,6.5,95.9,pomegranate
29.1,22.9,38.8,18.5,85.8,5.8,117.6,pomegranate
28.5,12.8,40.6,19.1,92.0,6.1,95.3,pomegranate
30.1,29.9,40.2,25.9,90.1,5.9,97.6,pomegranate
29.4,8.9,46.6,17.9,88.9,6.9,110.8,pomegranate
38.4,30.3,39.1,18.8,90.6,6.8,104.3,pomegranate
24.5,30.1,37.7,21.1,89.5,6.7,109.0,pomegranate
36.3,11.8,38.2,21.2,91.2,6.8,104.7,pomegranate
24.1,29.7,40.7,24.5,90.9,6.5,100.0,pomegranate
21.3,14.6,44.2,22.9,83.6,6.3,94.4,pomegranate
11.3,10.6,36.6,18.2,91.1,7.0,112.3,pomegranate
25.9,20.1,39.5,18.6,87.9,6.0,111.2,pomegranate
24.2,18.3,45.2,19.8,89.7,6.8,104.6,pomegranate
30.9,14.7,37.2,22.2,89.0,5.6,102.3,pomegranate
33.8,28.7,42.6,20.6,89.0,5.7,112.5,pomegranate
27.8,12.0,35.1,17.5,86.4,5.7,105.2,pomegranate
25.3,11.4,40.9,22.4,89.2,6.1,117.4,pomegranate
37.9,30.4,43.8,24.0,89.2,6.0,104.7,pomegranate
16.0,27.3,39.2,20.3,84.6,5.8,108.9,pomegranate
22.3,23.0,44.0,22.3,90.2,7.0,105.1,pomegranate
24.0,18.6,42.1,19.1,87.1,6.1,104.0,pomegranate
25.4,32.5,38.2,23.9,94.7,6.9,107.0,pomegranate
31.8,12.0,41.8,22.4,89.9,6.4,111.5,pomegranate
36.0,18.4,43.1,19.8,94.0,6.0,115.2,pomegranate
31.5,27.6,41.0,20.9,91.7,6.6,91.6,pomegranate
25.9,27.3,44.0,21.0,92.1,5.9,101.6,pomegranate
16.6,23.4,33.3,24.8,94.9,5.4,108.2,pomegranate
23.6,14.8,37.7,20.5,85.5,6.9,99.0,pomegranate
19.3,22.2,37.1,21.9,91.7,5.6,107.6,pomegranate
37.4,14.9,33.1,23.6,85.3,5.9,115.6,pomegranate
19.2,14.6,37.7,20.1,92.5,6.1,98.5,pomegranate
33.6,27.6,43.6,23.1,92.9,7.1,100.8,pomegranate
18.2,17.9,34.3,22.2,88.3,6.7,103.5,pomegranate
21.7,27.1,40.3,21.9,89.5,5.4,115.1,pomegranate
21.1,11.6,36.2,20.2,95.3,6.5,104.9,pomegranate
22.3,24.9,36.6,24.9,85.7,6.5,101.8,pomegranate
23.1,28.3,47.0,24.0,87.6,6.3,90.3,pomegranate
28.0,15.6,49.7,19.3,87.1,6.7,109.5,pomegranate
32.0,21.8,42.2,21.9,90.5,6.5,94.8,pomegranate
36.3,12.4,40.7,21.3,90.1,6.7,114.9,pomegranate
24.7,25.6,38.7,19.6,89.7,6.1,108.7,pomegranate
36.8,25.3,36.1,19.6,90.1,6.8,108.4,pomegranate
29.7,28.7,41.3,24.8,85.1,5.5,101.0,pomegranate
13.7,23.7,42.9,20.7,94.0,6.2,118.2,pomegranate
26.4,10.3,36.1,20.8,88.4,6.4,105.3,pomegranate
33.9,27.0,37.9,17.5,88.2,6.2,114.0,pomegranate
34.2,24.0,42.3,19.8,94.3,5.9,109.3,pomegranate
27.3,29.9,40.3,18.8,86.1,5.9,111.9,pomegranate
42.4,13.7,45.2,24.1,90.5,5.8,109.8,pomegranate
27.5,18.3,34.0,21.5,85.4,7.0,105.7,pomegranate
34.1,26.7,40.4,22.2,95.3,7.0,103.4,pomegranate
19.4,20.6,39.8,24.9,85.9,6.6,114.6,pomegranate
35.9,22.5,40.4,20.2,88.5,5.7,95.6,pomegranate
41.3,24.2,40.0,21.1,91.9,7.0,109.8,pomegranate
15.1,17.7,35.3,19.5,93.2,6.6,104.4,pomegranate
17.8,14.7,42.6,21.0,89.8,5.7,112.3,pomegranate
31.0,18.9,35.7,23.4,94.2,6.0,106.1,pomegranate
19.1,18.5,38.6,24.6,87.1,5.7,119.9,pomegranate
32.3,20.1,34.3,20.4,86.2,6.5,104.6,pomegranate
22.9,13.5,38.3,20.4,93.4,6.0,105.0,pomegranate
36.2,28.1,39.5,20.0,88.6,6.8,108.3,pomegranate
26.5,21.8,37.8,24.4,87.0,6.4,113.2,pomegranate
35.4,27.1,42.1,19.3,86.0,5.8,105.7,pomegranate
36.7,11.9,34.3,22.2,92.2,6.4,98.8,pomegranate
28.4,27.6,42.9,22.6,95.1,5.5,104.0,pomegranate
36.3,28.0,43.2,19.4,87.8,6.1,108.8,pomegranate
26.7,12.3,35.3,17.5,90.1,7.1,97.7,pomegranate
36.0,18.0,40.9,21.1,92.1,7.1,92.6,pomegranate
19.9,21.0,39.9,22.8,90.3,5.7,100.9,pomegranate
34.6,17.8,42.9,22.4,84.8,5.7,91.8,pomegranate
19.3,20.1,39.1,18.0,87.9,6.6,94.8,pomegranate
26.5,19.8,37.5,19.7,92.9,5.7,104.5,pomegranate
18.3,13.4,36.4,18.0,86.0,5.6,103.1,pomegranate
34.9,24.9,41.5,18.1,89.6,6.0,102.1,pomegranate
26.8,20.7,45.4,24.2,90.6,6.2,108.5,pomegranate
35.6,10.4,41.2,19.0,88.2,6.9,105.7,pomegranate
17.2,15.6,38.1,17.7,89.2,7.2,92.1,pomegranate
19.6,26.3,36.5,22.2,90.9,6.1,106.1,pomegranate
15.6,13.6,36.4,18.6,94.0,5.9,115.0,pomegranate
19.0,23.7,39.6,23.9,94.5,5.9,110.3,pomegranate
18.1,19.1,36.9,18.0,89.0,5.8,102.2,pomegranate
23.9,20.9,39.2,19.6,94.7,7.1,100.0,pomegranate
20.0,21.1,40.6,23.2,91.6,6.0,94.6,pomegranate
32.5,31.5,43.8,21.1,87.0,6.7,114.9,pomegranate
121.7,81.6,51.9,27.8,84.4,6.2,111.6,banana
88.8,82.1,48.1,27.1,82.9,6.5,113.4,banana
96.0,82.1,50.3,29.8,80.0,5.9,101.7,banana
116.1,82.8,53.5,25.0,82.3,6.4,107.2,banana
117.3,89.9,52.0,30.6,79.3,5.6,93.0,banana
110.5,71.7,50.4,29.5,75.0,6.3,93.7,banana
97.8,94.2,51.3,28.0,82.8,6.5,101.8,banana
110.9,86.2,44.0,28.7,81.0,5.5,91.3,banana
97.6,73.8,51.1,27.3,81.1,5.9,125.3,banana
117.1,87.4,49.6,29.7,75.9,6.4,95.8,banana
111.6,94.9,58.7,27.4,79.0,5.5,98.5,banana
105.3,82.6,49.6,27.4,81.8,5.6,120.3,banana
121.1,77.9,51.0,29.5,78.8,6.1,100.7,banana
110.6,87.6,46.2,28.5,83.4,5.8,94.5,banana
119.0,78.8,46.5,28.8,85.2,5.9,96.7,banana
118.4,72.9,46.0,29.1,79.6,5.6,115.8,banana
101.9,76.7,46.3,27.8,81.8,5.9,90.5,banana
117.0,90.6,53.6,30.7,79.1,5.9,109.6,banana
112.7,82.2,44.0,29.4,81.8,6.1,117.8,banana
90.7,79.1,52.4,25.7,83.3,5.9,117.9,banana
104.0,81.9,47.2,26.6,80.6,5.9,98.3,banana
109.5,92.6,47.7,26.6,85.0,6.1,101.4,banana
108.1,90.3,44.0,25.3,80.6,6.5,82.7,banana
117.3,80.3,47.9,25.9,76.4,5.9,109.6,banana
100.8,74.7,52.1,28.9,76.4,6.3,110.3,banana
93.1,78.2,43.7,25.6,83.5,5.6,116.8,banana
105.0,92.1,47.4,28.8,79.5,6.4,109.0,banana
108.2,90.8,45.2,26.3,83.7,5.6,118.5,banana
100.5,77.7,50.6,29.0,80.3,5.6,91.8,banana
118.7,92.9,46.0,24.7,82.6,5.5,112.6,banana
96.7,72.7,50.9,27.2,79.0,5.6,88.5,banana
102.7,75.4,49.2,30.0,78.0,5.5,93.8,banana
89.1,71.5,47.3,28.9,79.6,5.8,101.9,banana
92.3,96.1,48.0,28.8,87.0,6.3,108.6,banana
104.8,91.0,43.2,26.3,80.3,6.0,116.3,banana
105.8,86.8,45.6,26.9,84.3,6.6,99.0,banana
116.0,84.4,54.1,28.5,83.9,5.6,114.6,banana
120.0,92.1,50.5,28.1,84.6,5.5,106.6,banana
113.5,69.7,49.7,29.5,80.0,6.6,107.3,banana
122.2,70.8,50.9,26.2,77.8,5.6,117.9,banana
106.8,95.1,49.2,30.0,80.0,6.1,103.6,banana
103.8,90.2,52.0,28.6,79.5,5.9,97.9,banana
90.8,93.0,59.3,25.3,75.9,5.7,110.3,banana
101.5,86.0,52.1,28.0,78.9,6.4,117.6,banana
96.4,82.4,54.1,26.5,83.3,6.1,120.9,banana
91.9,94.4,46.8,29.6,80.1,6.2,107.2,banana
118.4,76.3,44.3,26.6,82.0,6.4,103.2,banana
93.7,78.3,54.9,28.1,80.5,6.0,117.8,banana
99.0,73.0,53.9,27.8,78.9,6.1,103.0,banana
107.1,74.4,47.4,28.0,79.9,6.4,115.6,banana
109.6,90.3,47.3,26.4,71.7,6.0,105.5,banana
119.2,82.6,49.0,25.8,82.9,6.4,120.2,banana
103.6,86.2,56.5,24.2,78.4,6.2,89.0,banana
93.9,83.1,43.8,26.6,76.5,6.1,97.8,banana
107.4,91.5,54.6,28.9,82.3,6.2,103.9,banana
90.0,87.5,55.1,28.2,76.4,5.6,103.4,banana
112.5,85.3,51.8,28.7,74.4,5.7,108.1,banana
109.3,84.3,50.5,26.5,78.9,5.6,114.1,banana
93.2,91.2,47.5,26.2,81.7,5.6,119.2,banana
96.3,65.1,46.9,30.0,77.7,6.2,125.9,banana
94.7,89.7,49.4,25.0,75.1,5.7,125.1,banana
91.3,76.4,46.0,29.5,75.7,6.0,95.5,banana
117.1,90.7,54.4,28.7,81.1,5.9,102.0,banana
120.0,71.6,55.5,26.1,79.2,6.4,94.2,banana
100.1,93.5,50.8,24.7,79.2,6.0,112.4,banana
109.7,94.1,53.4,27.5,82.0,6.5,99.8,banana
99.3,87.3,47.3,24.2,83.7,6.3,110.8,banana
99.3,78.4,55.7,25.7,82.8,5.7,108.4,banana
107.2,75.1,50.8,25.2,79.8,5.6,100.2,banana
91.6,93.6,59.0,28.5,81.5,6.2,88.0,banana
97.1,91.4,48.0,29.7,81.3,5.8,106.6,banana
99.1,91.6,47.5,26.9,79.5,5.7,122.0,banana
113.0,87.2,49.8,27.4,76.2,5.6,90.2,banana
114.2,79.9,48.7,27.3,77.9,6.1,114.0,banana
116.0,96.1,53.0,28.5,81.7,5.5,105.6,banana
108.3,91.6,50.2,28.7,79.5,6.1,119.3,banana
113.9,72.7,43.9,27.4,82.0,6.0,94.5,banana
117.0,68.9,51.1,26.2,78.9,5.5,114.1,banana
105.8,82.8,49.5,28.8,82.9,5.7,109.8,banana
100.4,73.9,50.6,25.6,81.0,6.5,108.5,banana
106.1,83.6,53.8,28.7,78.5,6.4,82.7,banana
97.5,83.9,55.7,25.2,80.2,6.1,105.6,banana
114.2,74.0,44.1,27.4,80.0,6.0,99.6,banana
107.3,71.9,46.0,26.6,81.1,6.2,101.7,banana
102.2,93.5,52.5,29.2,80.6,6.2,95.0,banana
104.6,96.0,56.4,27.9,79.2,5.9,111.7,banana
108.2,75.4,50.0,29.7,76.2,5.4,116.9,banana
99.0,79.6,55.9,28.3,81.9,6.1,98.2,banana
99.7,84.8,50.7,25.9,82.3,5.8,84.5,banana
116.3,80.0,47.4,28.2,80.7,5.9,110.8,banana
114.9,90.0,52.9,30.6,77.8,6.5,114.9,banana
111.6,75.3,49.7,25.7,76.9,5.6,106.0,banana
107.4,74.9,47.8,25.2,76.9,6.5,95.4,banana
107.2,81.1,53.4,29.3,75.5,5.4,103.4,banana
119.8,70.1,49.5,27.0,74.6,5.7,108.2,banana
106.8,83.1,47.1,26.6,74.1,5.9,97.8,banana
108.4,75.0,52.8,26.7,80.7,6.3,106.3,banana
91.9,85.4,56.0,25.5,80.3,6.2,104.7,banana
103.7,94.3,50.3,29.7,86.1,5.9,105.5,banana
108.9,84.0,52.5,29.5,80.4,5.9,107.6,banana
36.5,16.3,32.1,32.7,50.8,6.0,99.1,mango
35.0,38.2,26.4,31.1,50.4,4.7,96.1,mango
27.3,32.8,26.4,28.8,51.9,4.8,98.3,mango
33.7,17.3,28.9,26.4,48.6,4.7,88.9,mango
30.7,25.3,35.6,36.0,52.0,5.8,99.5,mango
28.5,25.2,33.8,27.1,51.9,5.0,88.7,mango
37.2,42.5,28.8,33.8,46.6,6.8,86.5,mango
27.9,39.4,28.1,31.5,52.2,6.3,91.5,mango
32.5,20.6,31.6,28.6,51.4,6.5,93.3,mango
23.4,14.6,33.5,32.9,46.5,5.4,111.6,mango
34.7,29.2,25.2,29.3,48.3,5.3,91.2,mango
39.7,19.4,28.8,30.7,50.2,6.3,90.6,mango
21.8,12.2,30.9,27.9,54.3,5.4,102.9,mango
22.0,20.4,29.3,28.3,52.1,5.3,92.9,mango
14.5,38.2,31.0,29.1,55.5,4.6,90.7,mango
29.5,24.5,30.6,29.4,49.4,5.5,86.8,mango
23.0,36.2,31.8,33.3,48.4,4.9,89.7,mango
15.1,28.8,28.0,34.7,48.2,4.7,92.1,mango
21.5,21.0,20.0,28.6,46.9,6.3,101.3,mango
20.5,24.9,36.3,32.1,54.9,5.8,104.1,mango
37.5,17.1,33.2,29.7,46.4,5.9,89.4,mango
22.0,22.1,34.3,27.7,50.6,6.4,105.0,mango
36.5,32.7,26.1,31.0,46.4,4.5,93.7,mango
27.0,26.9,24.9,32.2,51.9,5.2,101.6,mango
23.1,17.2,29.8,32.0,51.3,5.8,105.9,mango
26.0,26.7,30.8,29.8,49.4,6.3,92.6,mango
35.6,40.7,25.7,30.1,50.9,5.5,90.8,mango
33.7,28.8,24.0,30.9,47.9,6.4,90.7,mango
27.3,17.4,31.4,32.8,53.5,6.7,94.4,mango
28.1,35.2,31.8,32.5,53.9,6.5,105.9,mango
27.5,18.0,31.6,35.1,51.8,6.5,102.2,mango
34.4,34.0,33.3,31.7,52.5,5.9,91.3,mango
37.9,19.4,26.3,33.6,47.1,5.6,89.2,mango
37.1,35.2,33.0,33.0,49.9,4.5,100.4,mango
27.7,19.1,26.7,30.3,49.9,6.9,85.2,mango
16.5,22.8,28.7,30.8,44.6,4.5,87.6,mango
26.1,36.2,30.5,29.3,51.9,6.3,85.2,mango
24.7,25.3,34.6,28.9,48.8,6.3,91.8,mango
35.2,28.6,32.0,29.0,49.9,4.5,94.7,mango
35.5,36.7,31.5,35.2,48.2,6.2,94.7,mango
33.1,17.0,24.0,27.6,45.0,6.8,86.8,mango
22.4,32.4,33.3,33.5,51.1,7.0,90.4,mango
27.4,21.4,29.1,30.3,50.2,6.3,100.3,mango
27.7,34.7,28.6,29.5,48.8,4.7,93.7,mango
20.4,20.6,24.6,32.7,45.0,5.0,89.4,mango
25.6,37.9,26.5,30.4,54.2,5.9,101.0,mango
15.2,26.2,32.7,33.6,46.1,6.3,102.1,mango
26.4,35.2,34.9,33.4,48.8,6.5,105.0,mango
20.2,22.3,26.3,33.4,49.9,5.4,91.8,mango
22.6,37.4,30.7,33.6,47.2,6.1,98.5,mango
20.1,36.6,31.7,31.3,52.5,6.4,97.3,mango
35.7,37.1,32.1,33.5,50.4,4.7,93.7,mango
20.8,33.5,33.3,36.2,48.8,6.2,74.9,mango
35.3,26.6,35.6,28.5,50.9,5.5,82.8,mango
35.5,29.8,24.7,33.1,49.8,6.6,99.6,mango
18.1,27.8,30.3,31.7,44.9,6.9,89.5,mango
22.3,38.9,30.9,27.8,46.9,5.6,97.8,mango
18.0,35.7,30.3,30.7,53.1,6.0,96.4,mango
28.7,19.4,29.7,31.5,55.7,5.3,87.8,mango
42.5,37.5,32.9,29.2,48.8,6.7,92.0,mango
28.7,22.7,35.8,33.3,49.6,5.5,100.5,mango
37.5,38.4,27.3,28.8,48.1,5.6,104.2,mango
20.9,29.0,25.0,29.2,50.9,6.7,95.2,mango
40.5,24.3,34.0,31.7,45.3,6.7,100.7,mango
27.4,40.0,31.1,30.5,46.7,6.4,92.1,mango
23.3,16.9,33.0,32.7,48.0,5.2,103.3,mango
35.2,30.0,31.7,28.9,49.3,6.9,81.5,mango
26.2,14.8,33.6,34.9,47.1,6.2,94.7,mango
26.9,22.0,29.1,32.4,54.1,5.1,106.6,mango
23.0,31.5,32.6,33.3,53.3,6.6,99.7,mango
32.5,27.6,24.3,30.0,55.2,6.1,104.5,mango
41.9,19.5,31.5,29.2,55.8,6.9,106.1,mango
25.6,28.6,34.9,34.4,47.5,4.9,88.9,mango
17.4,28.1,27.9,31.7,50.3,6.5,95.7,mango
23.1,34.4,22.3,33.8,56.0,6.2,105.9,mango
19.0,21.0,29.7,34.8,55.3,5.7,95.5,mango
38.1,18.3,29.5,33.6,43.7,4.9,97.0,mango
20.5,28.9,25.3,35.2,49.6,6.3,106.3,mango
30.2,35.0,28.4,34.7,50.2,6.2,97.8,mango
31.7,36.9,35.4,34.9,53.7,5.4,98.9,mango
40.5,41.3,27.5,27.4,47.3,4.7,101.9,mango
34.0,34.9,35.0,35.3,50.6,5.2,108.3,mango
17.1,21.0,38.3,35.3,52.8,6.2,93.7,mango
32.7,15.7,29.8,27.8,46.2,5.0,91.7,mango
36.0,20.8,31.5,34.3,54.1,5.6,85.7,mango
32.5,29.2,30.2,30.6,49.8,4.7,99.4,mango
27.4,25.8,37.7,31.9,48.5,7.1,95.1,mango
15.2,23.9,28.4,26.6,56.0,5.7,103.8,mango
36.8,16.3,28.9,36.2,46.2,5.9,99.0,mango
39.3,24.9,35.9,32.9,46.0,5.5,87.3,mango
29.2,30.4,29.2,33.8,47.6,5.4,102.8,mango
19.3,25.3,23.5,35.7,45.7,5.0,93.9,mango
24.9,25.8,30.6,28.5,51.8,4.8,83.1,mango
15.1,18.0,36.1,29.6,51.8,4.9,92.2,mango
26.4,27.6,32.2,31.3,49.7,5.5,88.9,mango
14.2,39.2,36.3,33.2,54.1,6.7,88.4,mango
15.9,15.4,22.7,30.9,49.8,4.8,87.1,mango
36.5,18.8,34.5,33.9,47.5,6.0,91.0,mango
18.9,19.5,29.9,28.6,48.6,5.7,88.2,mango
24.0,22.4,30.8,28.7,49.6,6.9,93.8,mango
21.5,137.4,199.7,27.0,80.0,6.3,66.9,grapes
34.5,120.9,194.9,12.6,81.0,6.1,71.4,grapes
14.2,139.5,201.9,23.2,81.3,5.3,78.5,grapes
22.1,143.8,201.9,14.9,85.9,6.1,69.1,grapes
20.4,120.3,196.9,9.2,82.1,6.5,69.1,grapes
23.8,135.3,193.6,14.8,81.2,5.6,73.6,grapes
26.6,133.0,200.7,8.8,83.9,6.0,62.4,grapes
23.7,140.9,203.0,14.1,85.1,5.9,62.5,grapes
36.9,130.3,199.4,29.2,84.2,5.9,78.3,grapes
41.7,140.0,198.4,19.1,84.2,6.6,66.0,grapes
25.2,134.3,195.0,39.3,80.0,6.5,65.0,grapes
22.3,122.7,206.1,30.7,83.7,6.2,71.2,grapes
33.8,137.4,200.5,41.3,81.3,6.3,70.8,grapes
18.6,122.4,203.4,19.4,80.2,6.3,72.2,grapes
25.2,135.4,199.5,32.5,84.0,6.4,56.2,grapes
26.7,141.6,201.7,41.5,84.3,6.0,66.0,grapes
31.2,128.2,196.6,18.4,82.9,5.8,62.0,grapes
36.4,125.7,200.8,36.9,81.2,5.3,67.2,grapes
38.0,129.9,198.9,9.6,83.6,6.2,63.1,grapes
24.3,140.4,197.9,20.2,84.0,6.0,64.7,grapes
20.7,138.0,204.3,17.5,82.8,5.7,59.6,grapes
14.6,123.0,198.0,29.3,79.9,6.3,59.1,grapes
37.0,138.0,200.6,20.2,82.2,5.9,83.5,grapes
33.7,142.6,202.5,22.3,82.9,6.1,69.5,grapes
33.5,139.6,189.6,33.8,80.5,5.7,77.2,grapes
23.0,143.2,198.0,37.4,82.4,6.2,67.6,grapes
22.7,140.3,197.9,27.6,83.9,5.7,69.6,grapes
19.4,141.3,200.0,11.2,85.0,6.2,70.7,grapes
18.7,130.8,208.3,30.6,81.1,6.1,78.9,grapes
24.0,136.1,196.0,9.4,80.2,6.2,69.7,grapes
30.8,140.7,195.1,30.0,82.4,5.8,61.2,grapes
30.1,124.3,195.2,16.1,83.4,6.2,72.4,grapes
26.3,125.7,199.3,37.4,84.8,5.6,72.0,grapes
27.4,131.8,203.4,37.2,84.2,5.9,67.2,grapes
16.9,140.2,189.7,21.6,83.6,5.5,73.4,grapes
18.8,134.0,202.7,29.6,82.7,6.3,63.2,grapes
13.0,124.2,200.0,16.5,80.8,6.2,66.2,grapes
30.9,128.4,197.6,26.0,82.9,6.0,58.4,grapes
38.5,138.3,205.4,13.3,80.5,5.9,78.0,grapes
23.5,135.9,196.3,21.1,81.5,6.1,72.4,grapes
21.6,136.0,197.8,26.9,81.2,6.0,70.7,grapes
34.0,139.5,197.8,39.2,82.2,5.8,71.7,grapes
27.4,144.8,204.7,17.5,83.7,6.4,73.1,grapes
27.5,129.3,200.0,39.2,81.9,6.0,62.7,grapes
21.9,142.2,200.3,15.2,78.6,6.3,70.0,grapes
40.2,123.6,203.2,30.3,81.3,5.7,64.5,grapes
18.2,117.0,206.0,14.2,83.4,6.2,69.9,grapes
15.7,135.5,203.1,37.7,79.8,5.4,68.6,grapes
37.1,125.5,200.7,35.7,82.1,6.4,73.4,grapes
29.6,122.7,197.8,37.6,84.5,6.4,68.3,grapes
24.7,140.7,195.8,13.5,84.0,6.2,66.2,grapes
40.5,138.9,202.0,25.5,83.5,5.7,65.9,grapes
28.4,142.7,201.2,36.9,79.8,5.9,79.8,grapes
23.0,128.1,204.7,15.9,84.4,5.7,73.7,grapes
15.1,120.7,201.3,29.4,82.8,5.7,63.5,grapes
34.9,138.7,198.2,18.2,82.2,5.9,63.5,grapes
20.9,122.3,200.9,34.7,83.3,5.5,71.2,grapes
24.2,120.7,198.6,25.2,83.6,6.2,80.2,grapes
30.2,134.8,196.1,14.0,83.3,6.1,73.5,grapes
24.5,134.2,203.1,10.0,80.5,6.2,72.4,grapes
36.7,132.0,200.4,14.4,84.4,5.8,73.7,grapes
28.5,143.3,204.6,25.8,83.2,5.7,69.5,grapes
43.3,126.9,201.6,29.9,81.1,5.6,70.2,grapes
21.8,140.1,199.3,29.9,81.3,5.9,70.7,grapes
23.7,128.8,201.4,34.0,81.5,6.1,67.8,grapes
16.2,143.0,205.2,24.1,80.5,6.4,77.8,grapes
24.6,125.4,202.4,11.6,85.3,6.1,68.1,grapes
14.9,128.0,197.7,33.6,84.6,5.8,78.1,grapes
28.4,120.9,202.3,33.1,80.4,6.2,76.9,grapes
23.8,134.5,197.7,36.1,81.2,5.9,75.4,grapes
31.8,141.7,200.7,19.2,81.4,6.2,66.2,grapes
21.6,141.6,198.8,15.0,82.6,6.3,80.9,grapes
24.1,131.9,205.5,8.7,82.2,5.9,67.9,grapes
23.2,126.7,196.0,33.4,85.3,5.9,74.1,grapes
19.8,138.2,198.3,29.7,85.0,5.8,72.9,grapes
38.2,143.6,192.2,35.8,81.7,6.3,69.8,grapes
23.1,141.7,199.0,16.9,83.8,6.4,65.6,grapes
